dur,sbytes,dbytes,attack_cat,dur_scaled,sbytes_scaled,dbytes_scaled,total_bytes
1.1e-5,1200,0,normal,6.586193362853449e-6,0.35026897788404066,0,1200
1e-5,1204,0,normal,5.987448511684955e-6,0.3514644351464435,0,1204
1e-5,674,0,normal,5.987448511684955e-6,0.19306634787806337,0,674
1.4e-5,2126,0,normal,8.382427916358937e-6,0.6270173341303048,0,2126
1.1e-5,1490,0,normal,6.586193362853449e-6,0.43693962940824865,0,1490
9e-6,290,0,normal,5.388703660516459e-6,0.07830245068738792,0,290
1.1e-5,1688,0,normal,6.586193362853449e-6,0.49611476389719067,0,1688
1e-5,544,0,normal,5.987448511684955e-6,0.15421398684997012,0,544
0.022011,1540,1644,normal,0.013178972919069753,0.45188284518828453,0.5967332123411978,3184
1.1e-5,1926,0,normal,6.586193362853449e-6,0.5672444710101614,0,1926
0.006295,3374,320,normal,0.003769098838105679,1,0.1161524500907441,3694
1.1e-5,1646,0,normal,6.586193362853449e-6,0.48356246264196057,0,1646
1.1e-5,2152,0,normal,6.586193362853449e-6,0.6347878063359235,0,2152
0.02173,1540,1644,normal,0.013010725615891405,0.45188284518828453,0.5967332123411978,3184
9e-6,216,0,normal,5.388703660516459e-6,0.056186491332934844,0,216
1.1e-5,2126,0,normal,6.586193362853449e-6,0.6270173341303048,0,2126
0.018574,1540,1644,normal,0.011121086865603634,0.45188284518828453,0.5967332123411978,3184
1e-5,1140,0,normal,5.987448511684955e-6,0.3323371189479976,0,1140
1.6701605000000002,2438,2755,normal,1,0.7202630005977286,1,5193
3.3e-5,1644,0,normal,1.975858008856035e-5,0.4829647340107591,0,1644
1e-5,734,0,normal,5.987448511684955e-6,0.2109982068141064,0,734
1.6701605000000002,1272,2572,normal,1,0.3717872086072923,0.9335753176043557,3844
1e-5,1020,0,normal,5.987448511684955e-6,0.2964734010759115,0,1020
1e-5,1422,0,normal,5.987448511684955e-6,0.4166168559473999,0,1422
1e-5,1756,0,normal,5.987448511684955e-6,0.5164375373580394,0,1756
0.895857,3346,1932,normal,0.5363897661332548,0.9916317991631799,0.7012704174228676,5278
1.1e-5,1702,0,normal,6.586193362853449e-6,0.5002988643156007,0,1702
1.1e-5,1178,0,normal,6.586193362853449e-6,0.3436939629408249,0,1178
9e-6,250,0,normal,5.388703660516459e-6,0.06634787806335923,0,250
1e-5,1238,0,normal,5.987448511684955e-6,0.3616258218768679,0,1238
1.2e-5,1062,0,normal,7.184938214021945e-6,0.3090257023311417,0,1062
2.2e-5,168,0,normal,1.3172386725706898e-5,0.04184100418410042,0,168
1.1e-5,942,0,normal,6.586193362853449e-6,0.2731619844590556,0,942
0.020677,1540,1644,normal,0.01238024728761098,0.45188284518828453,0.5967332123411978,3184
1.1e-5,1058,0,normal,6.586193362853449e-6,0.3078302450687388,0,1058
0.016974,1540,1644,normal,0.010163095103734041,0.45188284518828453,0.5967332123411978,3184
1.1e-5,618,0,normal,6.586193362853449e-6,0.1763299462044232,0,618
1e-5,814,0,normal,5.987448511684955e-6,0.2349073520621638,0,814
0.004688,528,2755,normal,0.0028069158622779067,0.14943215780035865,1,3283
0.260795,1056,268,normal,0.15614966346048775,0.30723251643753735,0.09727767695099819,1324
0.347786,1014,268,normal,0.20823507680848635,0.29468021518230725,0.09727767695099819,1282
0.018515,1540,1644,normal,0.011085760919384693,0.45188284518828453,0.5967332123411978,3184
1.1e-5,1938,0,normal,6.586193362853449e-6,0.57083084279737,0,1938
1e-5,1064,0,normal,5.987448511684955e-6,0.30962343096234307,0,1064
1.1e-5,1520,0,normal,6.586193362853449e-6,0.44590555887627015,0,1520
1.2e-5,1774,0,normal,7.184938214021945e-6,0.5218170950388523,0,1774
1.1e-5,2180,0,normal,6.586193362853449e-6,0.6431560071727436,0,2180
1.1e-5,2120,0,normal,6.586193362853449e-6,0.6252241482367006,0,2120
9e-6,168,0,normal,5.388703660516459e-6,0.04184100418410042,0,168
1.1e-5,1660,0,normal,6.586193362853449e-6,0.4877465630603706,0,1660
1.1e-5,2070,0,normal,6.586193362853449e-6,0.6102809324566647,0,2070
1.1e-5,1230,0,normal,6.586193362853449e-6,0.35923490735206215,0,1230
0.73477,564,354,normal,0.4399397542930754,0.16019127316198445,0.12849364791288567,918
1e-5,1254,0,normal,5.987448511684955e-6,0.36640765092647937,0,1254
1.1e-5,724,0,normal,6.586193362853449e-6,0.20800956365809922,0,724
0.021388,1540,1644,normal,0.012805954876791781,0.45188284518828453,0.5967332123411978,3184
1.3e-5,1150,0,normal,7.78368306519044e-6,0.3353257621040048,0,1150
0.049922,2302,2755,normal,0.02989054046003363,0.6796174536760311,1,5057
1e-5,1326,0,normal,5.987448511684955e-6,0.387925881649731,0,1326
0.021643,1540,1644,normal,0.012958634813839746,0.45188284518828453,0.5967332123411978,3184
9e-6,332,0,normal,5.388703660516459e-6,0.09085475194261805,0,332
1e-5,570,0,normal,5.987448511684955e-6,0.16198445905558875,0,570
0.003869,1052,824,normal,0.002316543829170909,0.30603705917513446,0.29909255898366605,1876
1e-5,1502,0,normal,5.987448511684955e-6,0.44052600119545726,0,1502
1.1e-5,1298,0,normal,6.586193362853449e-6,0.3795576808129109,0,1298
0.013285,1540,1644,normal,0.007954325347773461,0.45188284518828453,0.5967332123411978,3184
1.1e-5,1960,0,normal,6.586193362853449e-6,0.5774058577405857,0,1960
1e-5,522,0,normal,5.987448511684955e-6,0.14763897190675435,0,522
9e-6,406,0,normal,5.388703660516459e-6,0.11297071129707113,0,406
1.1e-5,1154,0,normal,6.586193362853449e-6,0.33652121936640766,0,1154
1.6701605000000002,2662,2755,normal,1,0.7872086072922893,1,5417
1.6701605000000002,578,0,normal,1,0.1643753735803945,0,578
1e-5,1462,0,normal,5.987448511684955e-6,0.42857142857142855,0,1462
0.001088,132,164,normal,6.51434398071323e-4,0.031081888822474597,0.05952813067150635,296
0.001186,132,164,normal,7.101113934858355e-4,0.031081888822474597,0.05952813067150635,296
0.001701,528,304,normal,0.0010184649918376107,0.14943215780035865,0.1103448275862069,832
0.026584,2934,2755,normal,0.015917033123463282,0.8684997011356844,1,5689
0.001061,146,178,normal,6.352682870897738e-4,0.035265989240884636,0.06460980036297641,324
0.001064,132,164,normal,6.370645216432791e-4,0.031081888822474597,0.05952813067150635,296
0.003081,320,1826,normal,0.0018447328864501344,0.08726838015540944,0.6627949183303086,2146
0.001115,146,178,normal,6.676005090528724e-4,0.035265989240884636,0.06460980036297641,324
0.004754,568,312,normal,0.0028464330224550276,0.16138673042438734,0.1132486388384755,880
1.6701605000000002,1580,2755,normal,1,0.4638374178123132,1,4335
0.001167,146,178,normal,6.987352413136342e-4,0.035265989240884636,0.06460980036297641,324
0.004846,568,312,normal,0.0029015175487625286,0.16138673042438734,0.1132486388384755,880
1.6701605000000002,2024,2755,normal,1,0.5965331739390317,1,4779
0.001754,528,304,normal,0.0010501984689495409,0.14943215780035865,0.1103448275862069,832
0.001253,146,178,normal,7.502272985141248e-4,0.035265989240884636,0.06460980036297641,324
0.00106,132,164,normal,6.346695422386052e-4,0.031081888822474597,0.05952813067150635,296
0.001162,130,162,normal,6.957415170577917e-4,0.030484160191273164,0.0588021778584392,292
0.001195,130,162,normal,7.15500097146352e-4,0.030484160191273164,0.0588021778584392,292
0.001146,146,178,normal,6.861615994390958e-4,0.035265989240884636,0.06460980036297641,324
0.001003,146,178,normal,6.005410857220009e-4,0.035265989240884636,0.06460980036297641,324
0.020663,1540,1644,normal,0.01237186485969462,0.45188284518828453,0.5967332123411978,3184
0.001115,132,164,normal,6.676005090528724e-4,0.031081888822474597,0.05952813067150635,296
0.001153,132,164,normal,6.903528133972752e-4,0.031081888822474597,0.05952813067150635,296
0.004034,1052,824,normal,0.0024153367296137107,0.30603705917513446,0.29909255898366605,1876
0.001094,132,164,normal,6.55026867178334e-4,0.031081888822474597,0.05952813067150635,296
0.001065,132,164,normal,6.376632664944476e-4,0.031081888822474597,0.05952813067150635,296
0.047744,3374,2755,normal,0.028586474174188647,1,1,6129
0.001215,132,164,normal,7.274749941697219e-4,0.031081888822474597,0.05952813067150635,296
0.001157,132,164,normal,6.927477928019493e-4,0.031081888822474597,0.05952813067150635,296
0.001128,146,178,normal,6.753841921180629e-4,0.035265989240884636,0.06460980036297641,324
0.001274,132,164,normal,7.628009403886631e-4,0.031081888822474597,0.05952813067150635,296
0.018716,1540,1644,normal,0.01120610863446956,0.45188284518828453,0.5967332123411978,3184
0.004739,568,312,normal,0.0028374518496875,0.16138673042438734,0.1132486388384755,880
0.00124,146,178,normal,7.424436154489343e-4,0.035265989240884636,0.06460980036297641,324
1.375854,2558,2755,normal,0.823785498459579,0.7561267184698147,1,5313
0.001151,146,178,normal,6.891553236949381e-4,0.035265989240884636,0.06460980036297641,324
0.001074,132,164,normal,6.430519701549641e-4,0.031081888822474597,0.05952813067150635,296
0.001673,528,304,normal,0.0010017001360048928,0.14943215780035865,0.1103448275862069,832
1.6701605000000002,2558,2755,normal,1,0.7561267184698147,1,5313
0.001677,528,304,normal,0.0010040951154095669,0.14943215780035865,0.1103448275862069,832
0.004855,568,312,normal,0.0029069062524230455,0.16138673042438734,0.1132486388384755,880
0.051862,2302,2755,normal,0.03105210547130051,0.6796174536760311,1,5057
0.001063,146,178,normal,6.364657767921106e-4,0.035265989240884636,0.06460980036297641,324
0.004659,568,312,normal,0.00278955226159402,0.16138673042438734,0.1132486388384755,880
0.00109,132,164,normal,6.5263188777366e-4,0.031081888822474597,0.05952813067150635,296
0.001066,146,178,normal,6.382620113456162e-4,0.035265989240884636,0.06460980036297641,324
0.001053,146,178,normal,6.304783282804256e-4,0.035265989240884636,0.06460980036297641,324
0.001171,132,164,normal,7.011302207183081e-4,0.031081888822474597,0.05952813067150635,296
0.001715,528,304,normal,0.0010268474197539696,0.14943215780035865,0.1103448275862069,832
0.00108,130,162,normal,6.46644439261975e-4,0.030484160191273164,0.0588021778584392,292
0.00113,146,178,normal,6.765816818203998e-4,0.035265989240884636,0.06460980036297641,324
0.023688,1540,1644,normal,0.01418306803447932,0.45188284518828453,0.5967332123411978,3184
0.001894,528,304,normal,0.0011340227481131304,0.14943215780035865,0.1103448275862069,832
0.020192,1540,1644,normal,0.01208985603479426,0.45188284518828453,0.5967332123411978,3184
0.020369,1540,1644,normal,0.012195833873451084,0.45188284518828453,0.5967332123411978,3184
0.002178,520,304,normal,0.0013040662858449829,0.1470412432755529,0.1103448275862069,824
0.001169,132,164,normal,6.999327310159711e-4,0.031081888822474597,0.05952813067150635,296
0.005086,568,312,normal,0.0030452163130429677,0.16138673042438734,0.1132486388384755,880
0.005417,568,304,normal,0.0032434008587797396,0.16138673042438734,0.1103448275862069,872
0.001119,132,164,normal,6.699954884575464e-4,0.031081888822474597,0.05952813067150635,296
1.481234,520,304,normal,0.8868812308757151,0.1470412432755529,0.1103448275862069,824
0.004583,568,304,normal,0.0027440476529052146,0.16138673042438734,0.1103448275862069,872
0.001706,520,304,normal,0.0010214587160934532,0.1470412432755529,0.1103448275862069,824
0.001133,146,178,normal,6.783779163739052e-4,0.035265989240884636,0.06460980036297641,324
0.004767,568,312,normal,0.002854216705520218,0.16138673042438734,0.1132486388384755,880
0.001123,132,164,normal,6.723904678622205e-4,0.031081888822474597,0.05952813067150635,296
0.001664,528,304,normal,9.963114323443764e-4,0.14943215780035865,0.1103448275862069,832
0.001162,146,178,normal,6.957415170577917e-4,0.035265989240884636,0.06460980036297641,324
1.6701605000000002,568,304,normal,1,0.16138673042438734,0.1103448275862069,872
0.001627,520,304,normal,9.741578728511421e-4,0.1470412432755529,0.1103448275862069,824
0.001196,146,178,normal,7.160988419975205e-4,0.035265989240884636,0.06460980036297641,324
0.001746,528,304,normal,0.001045408510140193,0.14943215780035865,0.1103448275862069,832
0.004427,568,304,normal,0.0026506434561229296,0.16138673042438734,0.1103448275862069,872
0.004808,568,312,normal,0.002878765244418126,0.16138673042438734,0.1132486388384755,880
0.001172,146,178,normal,7.017289655694767e-4,0.035265989240884636,0.06460980036297641,324
0.001126,132,164,normal,6.741867024157259e-4,0.031081888822474597,0.05952813067150635,296
0.001205,146,178,normal,7.214875456580369e-4,0.035265989240884636,0.06460980036297641,324
0.023745,1540,1644,normal,0.014217196490995922,0.45188284518828453,0.5967332123411978,3184
0.001087,146,178,normal,6.508356532201546e-4,0.035265989240884636,0.06460980036297641,324
0.001059,132,164,normal,6.340707973874367e-4,0.031081888822474597,0.05952813067150635,296
0.001108,132,164,normal,6.634092950946929e-4,0.031081888822474597,0.05952813067150635,296
9.45e-4,146,178,normal,5.658138843542282e-4,0.035265989240884636,0.06460980036297641,324
0.001143,130,162,normal,6.843653648855902e-4,0.030484160191273164,0.0588021778584392,292
0.001064,130,162,normal,6.370645216432791e-4,0.030484160191273164,0.0588021778584392,292
0.001062,130,162,normal,6.358670319409421e-4,0.030484160191273164,0.0588021778584392,292
0.001106,132,164,normal,6.622118053923559e-4,0.031081888822474597,0.05952813067150635,296
0.047405,320,1862,normal,0.02838349966964253,0.08726838015540944,0.6758620689655173,2182
0.00114,132,164,normal,6.825691303320848e-4,0.031081888822474597,0.05952813067150635,296
0.001084,132,164,normal,6.49039418666649e-4,0.031081888822474597,0.05952813067150635,296
1.492512,2438,2755,normal,0.8936338753071935,0.7202630005977286,1,5193
0.001122,132,164,normal,6.717917230110519e-4,0.031081888822474597,0.05952813067150635,296
0.001139,132,164,normal,6.819703854809163e-4,0.031081888822474597,0.05952813067150635,296
0.001068,132,164,normal,6.394595010479531e-4,0.031081888822474597,0.05952813067150635,296
0.001095,146,178,normal,6.556256120295026e-4,0.035265989240884636,0.06460980036297641,324
0.018902,1540,1644,normal,0.0113174751767869,0.45188284518828453,0.5967332123411978,3184
0.001088,146,178,normal,6.51434398071323e-4,0.035265989240884636,0.06460980036297641,324
0.00112,132,164,normal,6.705942333087148e-4,0.031081888822474597,0.05952813067150635,296
0.001237,132,164,normal,7.406473808954289e-4,0.031081888822474597,0.05952813067150635,296
9.05e-4,146,178,normal,5.418640903074883e-4,0.035265989240884636,0.06460980036297641,324
0.001098,132,164,normal,6.57421846583008e-4,0.031081888822474597,0.05952813067150635,296
0.004801,568,312,normal,0.002874574030459946,0.16138673042438734,0.1132486388384755,880
0.020122,1540,1644,normal,0.012047943895212465,0.45188284518828453,0.5967332123411978,3184
0.001077,146,178,normal,6.448482047084696e-4,0.035265989240884636,0.06460980036297641,324
0.001121,130,162,normal,6.711929781598834e-4,0.030484160191273164,0.0588021778584392,292
0.004492,568,304,normal,0.002689561871448882,0.16138673042438734,0.1103448275862069,872
0.001695,520,304,normal,0.0010148725227305997,0.1470412432755529,0.1103448275862069,824
0.001158,146,178,normal,6.933465376531177e-4,0.035265989240884636,0.06460980036297641,324
0.00111,132,164,normal,6.6460678479703e-4,0.031081888822474597,0.05952813067150635,296
0.023796,1540,1644,normal,0.014247732478405517,0.45188284518828453,0.5967332123411978,3184
0.001646,528,304,normal,9.855340250233434e-4,0.14943215780035865,0.1103448275862069,832
0.001098,146,178,normal,6.57421846583008e-4,0.035265989240884636,0.06460980036297641,324
0.001045,132,164,normal,6.256883694710777e-4,0.031081888822474597,0.05952813067150635,296
0.004625,568,312,normal,0.002769194936654291,0.16138673042438734,0.1132486388384755,880
0.001077,132,164,normal,6.448482047084696e-4,0.031081888822474597,0.05952813067150635,296
1.506241,3374,2755,normal,0.9018540433688856,1,1,6129
0.00118,146,178,normal,7.065189243788246e-4,0.035265989240884636,0.06460980036297641,324
0.001135,146,178,normal,6.795754060762423e-4,0.035265989240884636,0.06460980036297641,324
0.001104,132,164,normal,6.61014315690019e-4,0.031081888822474597,0.05952813067150635,296
0.001131,132,164,normal,6.771804266715684e-4,0.031081888822474597,0.05952813067150635,296
0.0011,132,164,normal,6.58619336285345e-4,0.031081888822474597,0.05952813067150635,296
1.6701605000000002,568,312,normal,1,0.16138673042438734,0.1132486388384755,880
0.004601,568,312,normal,0.0027548250602262474,0.16138673042438734,0.1132486388384755,880
0.052992,2302,2755,normal,0.03172868715312091,0.6796174536760311,1,5057
0.001052,130,162,normal,6.298795834292571e-4,0.030484160191273164,0.0588021778584392,292
0.001678,528,304,normal,0.0010046938602607353,0.14943215780035865,0.1103448275862069,832
0.02366,1540,1644,normal,0.014166303178646603,0.45188284518828453,0.5967332123411978,3184
0.001084,146,178,normal,6.49039418666649e-4,0.035265989240884636,0.06460980036297641,324
0.001088,130,162,normal,6.51434398071323e-4,0.030484160191273164,0.0588021778584392,292
0.01981,1540,1644,normal,0.011861135501647895,0.45188284518828453,0.5967332123411978,3184
0.001086,146,178,normal,6.50236908368986e-4,0.035265989240884636,0.06460980036297641,324
0.00391,1052,824,normal,0.002341092368068817,0.30603705917513446,0.29909255898366605,1876
0.001089,146,178,normal,6.520331429224914e-4,0.035265989240884636,0.06460980036297641,324
0.001015,146,178,normal,6.077260239360229e-4,0.035265989240884636,0.06460980036297641,324
0.001052,146,178,normal,6.298795834292571e-4,0.035265989240884636,0.06460980036297641,324
0.336135,1540,1644,normal,0.20125910054752222,0.45188284518828453,0.5967332123411978,3184
1.6701605000000002,1052,824,normal,1,0.30603705917513446,0.29909255898366605,1876
0.005026,1052,824,normal,0.003009291621972858,0.30603705917513446,0.29909255898366605,1876
0.013982,1540,1644,normal,0.008371650509037903,0.45188284518828453,0.5967332123411978,3184
0.003074,320,1862,normal,0.001840541672491955,0.08726838015540944,0.6758620689655173,2182
0.051153,1540,1644,normal,0.030627595371822046,0.45188284518828453,0.5967332123411978,3184
0.021784,1540,1644,normal,0.013043057837854505,0.45188284518828453,0.5967332123411978,3184
0.037412,1052,824,normal,0.022400242371915752,0.30603705917513446,0.29909255898366605,1876
0.004117,320,1862,normal,0.0024650325522606958,0.08726838015540944,0.6758620689655173,2182
0.015255,1540,1644,normal,0.009133852704575398,0.45188284518828453,0.5967332123411978,3184
0.020997,1540,1644,normal,0.012571845639984898,0.45188284518828453,0.5967332123411978,3184
0.044805,2302,2755,normal,0.026826763056604436,0.6796174536760311,1,5057
9.48e-4,132,164,normal,5.676101189077337e-4,0.031081888822474597,0.05952813067150635,296
0.759727,1052,824,normal,0.4548826295436875,0.30603705917513446,0.29909255898366605,1876
0.014717,1540,1644,normal,0.008811727974646747,0.45188284518828453,0.5967332123411978,3184
0.001081,132,164,normal,6.472431841131435e-4,0.031081888822474597,0.05952813067150635,296
0.020925,1540,1644,normal,0.012528736010700767,0.45188284518828453,0.5967332123411978,3184
0.048775,2302,2755,normal,0.029203780115743365,0.6796174536760311,1,5057
0.0939,3374,2755,normal,0.05622214152472172,1,1,6129
1.046089,2558,2755,normal,0.6263404026140003,0.7561267184698147,1,5313
0.999452,2438,2755,normal,0.5984167389900551,0.7202630005977286,1,5193
0.004015,1052,824,normal,0.0024039605774415092,0.30603705917513446,0.29909255898366605,1876
0.047493,2302,2755,normal,0.028436189216545355,0.6796174536760311,1,5057
0.01939,1540,1644,normal,0.011609662664157127,0.45188284518828453,0.5967332123411978,3184
0.047875,2302,2755,normal,0.02866490974969172,0.6796174536760311,1,5057
0.001038,132,164,normal,6.214971555128983e-4,0.031081888822474597,0.05952813067150635,296
9.64e-4,146,178,normal,5.771900365264296e-4,0.035265989240884636,0.06460980036297641,324
1.510575,2558,2755,normal,0.9044490035538499,0.7561267184698147,1,5313
0.004136,1052,824,normal,0.002476408704432897,0.30603705917513446,0.29909255898366605,1876
0.225914,3374,320,normal,0.1352648443068795,1,0.1161524500907441,3694
0.021484,1540,1644,normal,0.012863434382503956,0.45188284518828453,0.5967332123411978,3184
0.024553,1540,1644,normal,0.014700982330740067,0.45188284518828453,0.5967332123411978,3184
0.02198,1540,1644,normal,0.013160411828683528,0.45188284518828453,0.5967332123411978,3184
0.020968,1540,1644,normal,0.012554482039301013,0.45188284518828453,0.5967332123411978,3184
0.012278,3374,2755,normal,0.007351389282646787,1,1,6129
0.019678,1540,1644,normal,0.011782101181293653,0.45188284518828453,0.5967332123411978,3184
